,Q2A,Q4A,Q7A,Q9A,Q15A,Q19A,Q20A,Q21A,Q22A,Q23A,Q24A,Q25A,Q26A,Q27A,Q28A,Q29A,Q30A,Q36A,Q40A,Q41A,Q42A,scores
301,3,2,3,2,1,3,3,3,3,1,3,3,3,3,2,3,3,3,1,2,3,53
302,1,2,2,4,2,1,2,4,2,1,4,1,4,4,2,3,2,2,3,2,2,50
303,1,3,4,4,2,2,1,4,3,2,2,2,3,4,2,2,2,3,3,4,2,55
304,2,2,2,3,2,2,2,3,3,1,3,3,3,3,3,3,2,1,3,1,4,51
305,4,1,1,2,1,2,3,2,3,2,3,1,2,2,2,4,2,2,3,2,3,47
306,4,4,4,4,3,3,4,2,3,1,2,3,3,3,4,3,3,4,3,4,2,66
307,1,2,2,2,1,1,2,2,3,1,2,2,3,3,2,2,2,1,2,2,3,41
308,1,1,1,1,1,1,1,2,3,1,2,2,3,2,1,1,1,1,1,1,2,30
309,3,3,3,3,3,3,3,2,3,1,2,3,3,3,3,3,3,3,3,3,1,57
310,2,1,1,1,1,1,1,2,1,1,1,3,3,1,1,1,1,1,1,1,3,29
311,4,4,1,3,1,1,4,4,1,1,1,4,2,2,2,3,4,3,1,3,3,52
312,1,1,2,2,1,3,2,3,4,1,3,2,3,4,1,2,1,2,3,3,4,48
313,2,2,1,3,2,4,3,4,4,1,4,2,4,4,3,3,4,3,3,1,3,60
314,3,1,3,3,1,4,4,2,2,1,2,2,2,3,4,2,2,4,4,3,4,56
315,3,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,39
316,3,4,2,3,4,3,3,3,2,2,3,3,3,3,4,3,4,3,3,3,3,64
317,2,1,1,3,1,1,1,1,1,1,3,1,3,2,1,2,1,2,1,2,4,35
318,1,2,2,1,2,1,1,1,2,1,2,3,1,2,2,2,1,1,1,1,3,33
319,4,1,2,1,1,4,1,1,3,1,1,3,2,2,1,2,1,1,3,1,2,38
320,3,2,3,4,3,4,3,3,3,2,3,3,2,3,3,4,3,4,4,4,3,66
321,1,1,2,1,1,1,2,1,3,2,1,2,1,2,2,2,1,2,2,2,1,33
322,1,2,1,1,3,1,1,4,2,1,3,2,4,2,1,1,2,1,1,1,2,37
323,2,3,3,3,3,1,4,4,3,2,4,3,4,2,3,2,3,3,3,2,4,61
324,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,25
325,1,1,1,1,1,1,2,2,2,1,2,1,3,1,1,1,1,1,1,1,4,30
326,2,1,1,2,1,1,1,2,1,1,2,1,2,1,1,1,1,2,1,1,2,28
327,1,1,1,3,1,1,1,2,2,1,2,1,2,3,1,4,3,1,3,1,4,39
328,1,1,1,2,1,2,1,2,1,1,1,1,1,2,1,1,3,1,2,1,1,28
329,2,2,2,3,2,3,2,4,3,1,3,2,3,4,3,3,3,1,4,1,4,55
330,2,2,2,2,2,3,3,3,3,1,2,4,3,2,2,3,3,2,1,2,4,51
331,1,1,1,3,2,1,1,1,1,1,1,2,2,2,2,3,1,1,2,2,2,33
332,4,3,1,4,3,3,4,3,3,4,4,3,3,4,3,3,3,3,4,2,4,68
333,3,3,2,3,2,2,3,2,2,2,4,2,2,4,3,4,1,4,4,4,2,58
334,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,1,2,4,4,4,77
335,1,1,1,1,2,1,1,1,2,1,2,2,3,1,2,3,1,1,2,3,2,34
336,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,84
337,2,3,4,4,4,1,2,3,4,2,4,4,3,3,2,3,1,3,2,3,3,60
338,2,1,1,3,1,1,3,1,3,2,2,1,2,4,2,3,2,2,2,1,2,41
339,1,1,1,2,1,1,1,4,2,1,4,1,3,2,1,1,2,1,1,1,2,34
340,2,2,2,1,2,1,2,4,2,2,3,2,2,1,2,2,2,1,2,3,4,44
341,1,2,1,2,1,1,2,2,3,1,2,2,3,3,2,2,2,1,1,1,2,37
342,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,24
343,2,2,1,2,2,1,4,1,3,2,4,3,1,2,3,4,3,2,1,1,3,47
344,2,1,1,2,2,1,1,2,1,2,1,1,3,1,1,2,1,1,4,1,3,34
345,2,4,3,3,3,2,4,1,4,2,3,2,3,2,4,4,4,4,4,2,4,64
346,3,2,3,4,2,2,4,3,3,1,4,3,4,2,3,3,4,2,4,2,4,62
347,3,1,1,1,1,1,1,3,2,1,3,2,4,3,1,1,1,1,1,2,4,38
348,3,2,1,2,1,2,1,1,2,2,1,2,2,2,1,1,1,1,2,1,2,33
349,1,2,1,3,2,1,4,3,2,1,2,1,2,1,2,1,1,3,2,1,3,39
350,2,1,2,2,1,2,2,4,4,1,2,4,3,3,2,2,2,3,3,2,4,51
351,1,1,1,2,1,1,2,1,1,1,2,2,1,1,2,2,2,2,2,1,2,31
352,1,1,2,2,1,2,2,3,3,1,3,2,3,3,1,3,2,1,1,3,4,44
353,2,1,2,2,2,2,3,3,1,1,1,2,2,1,1,2,3,3,2,2,3,41
354,1,4,3,4,3,1,3,4,3,1,4,3,4,2,4,3,4,3,4,4,3,65
355,1,1,1,2,1,1,2,1,1,1,1,1,2,1,2,2,3,1,2,1,3,31
356,2,2,2,4,1,1,1,1,3,1,2,2,3,4,3,4,2,4,2,2,3,49
357,2,2,3,3,2,2,3,2,2,2,3,2,2,3,2,2,3,2,3,4,3,52
358,1,1,2,1,1,1,1,2,2,1,3,3,4,3,1,1,2,1,1,1,4,37
359,3,2,2,4,1,1,4,4,2,1,4,4,4,4,4,4,4,4,4,2,4,66
360,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,84
361,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,22
362,3,2,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,78
363,2,2,2,3,1,3,1,1,3,2,2,1,2,2,1,1,1,1,2,2,3,38
364,3,3,2,2,1,3,2,4,1,1,1,2,1,1,1,2,3,2,3,2,2,42
365,1,1,1,1,1,1,1,1,2,1,1,1,1,3,1,3,1,1,1,1,3,28
366,1,1,2,2,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,2,27
367,1,1,1,1,1,1,1,3,3,1,4,1,2,2,1,2,1,1,1,1,4,34
368,2,3,2,3,3,2,1,4,2,2,2,3,4,2,2,4,2,2,1,3,4,53
369,2,2,2,3,3,4,2,2,2,1,3,3,3,4,3,3,2,2,1,2,4,53
370,1,2,1,2,1,1,1,1,2,1,1,1,2,2,1,2,1,1,1,1,3,29
371,1,2,2,2,1,1,2,1,1,1,1,1,2,2,2,1,1,1,2,1,1,29
372,2,3,1,1,1,1,2,2,2,2,3,3,3,2,2,3,1,2,1,1,2,40
373,1,1,1,3,2,1,2,1,2,1,2,1,2,1,1,1,2,2,3,1,2,33
374,2,2,1,3,2,2,2,4,1,1,3,2,4,2,3,3,2,3,2,1,2,47
375,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,23
376,1,1,2,2,2,1,1,3,2,2,2,2,3,2,2,2,2,3,4,2,2,43
377,3,2,1,3,2,1,2,1,3,2,2,3,3,4,2,1,2,1,3,3,3,47
378,1,1,1,1,1,1,1,2,2,1,2,1,3,1,1,1,1,2,1,1,2,28
379,2,2,2,2,3,3,3,4,2,3,4,2,3,3,2,4,4,2,3,2,4,59
380,1,2,2,3,1,4,2,1,1,1,1,3,3,4,3,3,3,1,4,3,4,50
381,1,1,1,3,1,1,3,2,3,1,2,1,3,2,2,2,1,2,3,1,3,39
382,1,1,1,2,1,1,1,1,2,1,1,1,2,2,1,2,1,1,2,1,2,28
383,1,2,3,1,3,2,3,2,3,2,2,2,4,3,4,2,2,3,1,2,4,51
384,1,1,1,1,1,1,1,4,4,1,3,1,4,4,1,4,2,1,2,1,4,43
385,1,2,1,1,1,1,2,1,2,1,1,1,1,2,1,2,2,1,1,1,3,29
386,2,1,1,3,1,1,1,1,3,1,1,3,1,4,2,1,3,3,4,3,4,44
387,1,1,1,2,1,1,3,4,2,1,4,1,4,3,3,2,4,1,2,1,3,45
388,1,2,1,4,1,2,4,4,2,1,4,4,4,4,2,4,1,2,2,1,4,54
389,3,4,4,3,4,4,3,3,4,3,1,4,2,2,4,4,4,4,4,4,4,72
390,1,1,1,4,1,1,4,4,3,4,4,4,4,3,4,4,2,2,4,4,4,63
391,1,2,2,4,2,3,1,1,1,1,2,3,3,1,1,3,3,1,1,3,2,41
392,4,4,4,3,4,2,4,1,4,1,4,4,4,4,3,4,1,2,2,3,2,64
393,4,4,4,3,3,1,4,3,4,1,1,2,4,1,3,3,3,3,3,1,4,59
394,1,1,1,2,1,1,3,2,1,1,2,1,1,3,2,2,2,3,3,1,1,35
395,1,3,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,3,27
396,3,1,3,1,4,4,2,4,3,1,3,4,4,3,3,3,4,2,1,3,4,60
397,2,1,2,3,2,1,2,1,3,1,2,1,4,2,4,4,3,3,4,1,4,50
398,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,84
399,3,3,4,2,2,2,3,3,3,4,2,3,2,3,3,3,4,2,3,3,2,59
400,1,2,2,4,2,1,4,4,3,2,3,4,4,3,3,3,3,3,3,2,4,60
401,1,1,1,2,1,2,1,1,1,1,1,2,2,3,1,2,2,1,3,1,4,34
402,1,1,1,1,2,3,1,3,1,3,4,1,4,2,1,1,2,1,1,3,3,40
403,1,2,2,3,1,2,1,4,4,2,2,3,4,2,1,1,4,1,4,1,4,49
404,3,2,2,3,2,3,2,4,4,2,3,4,3,4,2,3,3,2,2,2,3,58
405,2,4,1,2,1,2,2,4,1,1,3,3,2,4,2,2,3,2,1,2,2,46
406,3,1,1,3,1,3,2,1,1,2,3,2,3,1,3,2,2,4,3,1,3,45
407,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,82
408,2,2,2,3,2,2,2,3,3,1,2,2,3,3,3,2,3,1,2,3,4,50
409,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21
410,2,2,1,4,1,1,2,3,2,1,3,1,4,2,2,1,3,2,3,1,3,44
411,2,1,1,2,2,1,2,1,4,1,1,3,3,4,2,4,1,1,1,2,3,42
412,2,1,1,2,1,1,1,3,1,1,3,1,2,2,1,3,1,1,2,1,1,32
413,3,3,2,3,3,2,3,3,3,2,3,3,3,3,2,3,3,2,3,2,3,57
414,2,1,1,3,3,1,1,1,1,1,2,2,3,2,2,2,1,1,2,1,3,36
415,2,1,1,2,1,3,1,2,1,1,2,1,2,3,1,1,1,1,1,1,4,33
416,3,3,3,4,1,3,4,3,2,1,2,2,2,2,4,2,4,3,4,4,2,58
417,2,2,2,4,2,1,3,1,3,1,1,4,2,1,2,3,2,1,1,2,1,41
418,2,3,3,3,4,3,2,3,4,1,2,4,3,4,3,3,2,2,3,2,3,59
419,1,1,2,2,1,2,2,3,3,1,3,1,4,3,3,3,4,4,3,2,4,52
420,2,1,1,2,2,1,2,4,1,1,3,2,4,1,1,2,2,2,1,1,4,40
421,1,2,1,2,1,1,1,3,1,1,2,1,2,2,3,1,2,1,2,1,3,34
422,2,2,3,4,2,2,4,4,4,2,2,4,2,4,3,4,3,1,4,3,4,63
423,2,4,1,4,1,1,3,2,2,2,4,1,4,3,2,2,3,3,1,1,4,50
424,1,1,1,3,1,1,1,1,2,1,3,1,2,1,1,2,1,1,1,1,3,30
425,3,1,2,1,2,1,1,2,2,1,2,1,3,3,1,2,3,1,1,1,3,37
426,2,2,3,4,2,4,4,4,4,1,4,1,4,4,2,4,4,4,4,2,4,67
427,2,2,2,3,2,1,1,2,2,1,2,1,2,3,3,2,1,2,1,2,2,39
428,3,3,1,2,1,4,2,1,4,2,2,2,1,3,3,3,3,2,2,1,2,47
429,1,1,1,2,1,1,2,3,1,1,4,1,4,3,3,1,2,1,2,1,4,40
430,2,1,1,3,2,3,1,1,2,1,1,2,3,3,3,3,1,1,3,3,1,41
431,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,2,26
432,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,22
433,4,3,2,3,3,3,2,3,3,1,4,3,3,3,3,2,2,2,2,1,3,55
434,4,3,4,3,4,4,1,4,4,2,4,4,3,4,3,4,3,3,4,4,4,73
435,1,1,1,4,2,1,3,3,4,1,1,2,2,2,3,1,3,1,2,1,1,40
436,1,2,1,1,2,1,2,2,2,1,3,3,3,2,2,1,1,2,2,1,2,37
437,2,1,1,2,1,2,1,1,1,1,3,1,2,1,1,1,1,2,1,2,3,31
438,2,1,1,1,1,1,1,1,2,1,4,1,1,2,1,1,1,1,1,1,2,28
439,1,1,1,2,1,1,2,1,2,1,2,1,2,2,1,1,1,1,2,1,2,29
440,4,4,4,4,1,3,3,1,2,1,3,4,4,1,3,3,1,3,3,4,3,59
441,2,2,3,3,1,1,2,4,2,1,3,2,4,3,4,2,3,3,3,1,4,53
442,2,4,1,3,4,3,1,3,3,1,3,4,4,1,2,4,2,1,1,2,4,53
443,1,1,1,3,1,4,1,1,2,1,2,1,1,1,2,4,1,1,2,1,2,34
444,1,1,1,4,1,1,3,4,4,1,2,4,4,3,3,4,2,4,4,1,2,54
445,1,2,1,4,1,1,1,3,4,1,4,2,4,4,1,4,2,1,1,3,4,49
446,2,1,1,2,1,1,1,1,2,1,3,1,2,4,1,2,1,1,1,1,4,34
447,2,1,2,1,2,1,1,2,1,1,3,1,1,2,1,1,2,1,2,2,1,31
448,2,2,1,2,1,3,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,31
449,4,1,4,4,4,4,4,1,1,1,3,1,1,3,3,4,2,3,4,4,3,59
450,1,1,1,1,1,1,1,4,4,1,2,1,4,2,2,2,1,1,2,1,3,37
451,3,3,3,3,3,3,1,2,2,1,1,1,2,3,4,3,1,1,3,3,2,48
452,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,23
453,4,4,4,4,3,4,4,3,4,3,1,3,3,4,4,4,4,4,4,4,3,75
454,3,1,2,4,1,1,2,4,2,3,2,3,3,2,1,1,3,2,1,1,4,46
455,1,1,1,2,1,1,1,3,2,1,1,1,3,2,2,3,2,2,4,2,2,38
456,1,1,2,3,2,1,2,2,3,1,3,2,3,3,3,3,1,1,3,1,4,45
457,1,1,1,1,1,1,1,3,1,1,3,1,1,2,1,1,1,2,1,1,2,28
458,4,4,4,4,2,2,1,4,4,2,4,4,4,4,4,4,1,1,2,2,4,65
459,2,1,1,4,2,1,2,4,4,1,4,4,4,4,4,4,3,4,4,2,4,63
460,1,1,1,2,1,1,1,4,1,1,1,1,1,2,1,1,1,1,4,2,3,32
461,1,1,1,1,1,3,3,4,2,1,2,4,4,2,4,3,1,4,2,1,1,46
462,1,2,2,2,3,2,2,1,1,2,2,1,4,2,1,1,2,1,3,1,2,38
463,1,1,1,2,1,1,1,2,2,1,2,1,2,1,1,1,1,1,2,1,2,28
464,2,2,2,3,2,1,1,1,3,1,2,3,2,2,2,3,1,1,2,3,2,41
465,4,2,3,2,2,4,1,3,3,2,3,2,3,4,1,4,1,1,2,3,4,54
466,1,1,1,2,2,1,2,2,2,1,2,1,4,2,1,4,1,2,2,1,2,37
467,1,1,1,4,1,1,1,1,4,1,2,1,1,3,2,3,3,1,3,1,2,38
468,1,1,1,4,1,1,3,3,1,1,2,1,4,4,1,1,2,1,4,1,2,40
469,1,3,4,4,2,2,1,2,3,2,2,3,3,2,4,3,4,4,4,3,3,59
470,2,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,27
471,4,3,2,3,4,2,2,4,3,3,4,2,2,4,2,4,4,2,2,2,4,62
472,1,2,1,1,1,2,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,27
473,4,1,2,3,3,1,4,2,3,3,2,4,2,3,4,4,1,2,4,2,3,57
474,2,1,1,3,2,1,3,2,3,1,3,2,2,2,2,2,3,1,2,2,3,43
475,1,1,1,4,1,1,4,1,4,1,4,1,4,2,4,1,1,1,1,2,4,44
476,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,23
477,2,2,2,4,2,4,3,2,3,1,2,1,2,1,4,4,4,4,4,2,4,57
478,2,2,3,3,2,2,2,3,3,3,2,2,2,4,2,3,3,2,3,2,3,53
479,4,1,2,1,1,3,1,3,2,1,3,2,3,2,2,2,2,1,2,2,3,43
480,1,2,2,2,1,1,1,2,2,1,1,2,2,2,3,4,1,4,3,2,3,42
481,4,1,1,2,1,1,1,4,3,1,3,4,4,2,1,3,3,1,3,1,4,48
482,1,3,2,2,2,3,1,2,2,1,2,1,1,2,1,2,1,1,1,2,2,35
483,2,3,2,3,3,3,2,2,3,1,3,3,3,2,2,3,2,2,2,2,2,50
484,2,2,2,4,2,2,2,3,4,1,2,2,4,3,3,4,2,2,4,2,3,55
485,1,2,1,1,1,2,1,1,1,1,2,1,2,1,1,1,2,1,2,1,3,29
486,3,2,2,3,4,2,3,3,4,3,4,3,4,3,3,4,3,4,4,2,4,67
487,1,1,1,2,1,1,1,2,2,1,3,1,3,2,1,2,2,1,2,1,3,34
488,3,3,3,3,3,4,4,3,3,4,4,4,3,3,4,3,3,2,4,2,3,68
489,1,1,1,2,2,2,1,1,2,1,1,1,1,2,1,2,1,1,2,1,3,30
490,4,2,2,3,2,3,4,4,4,4,4,3,4,4,3,4,4,4,4,2,2,70
491,2,1,3,4,1,1,2,4,1,1,2,1,2,4,3,3,1,4,3,2,2,47
492,2,2,2,3,3,2,3,2,2,1,2,3,3,4,4,4,3,4,2,2,3,56
493,4,3,4,4,2,4,4,4,3,2,3,3,4,4,4,4,4,4,4,3,4,75
494,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,25
495,1,2,3,1,1,2,2,1,2,2,1,2,2,2,1,2,2,3,3,2,2,39
496,2,2,2,4,2,1,4,1,2,2,2,4,3,3,3,2,2,3,2,3,2,51
497,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,22
498,1,1,1,2,1,1,1,3,1,1,3,1,4,3,1,1,1,2,1,1,4,35
499,1,1,2,1,1,2,2,2,1,1,2,2,3,2,2,2,2,1,2,2,2,36
500,1,2,1,2,1,2,4,3,3,1,4,4,3,2,2,2,1,2,2,2,4,48
501,3,1,1,3,2,2,2,2,3,2,4,1,4,3,2,3,2,2,2,1,3,48
502,3,1,1,3,2,1,3,1,3,1,1,3,3,3,2,2,4,3,3,1,2,46
503,1,3,2,1,1,1,1,2,1,1,1,2,2,2,1,2,1,1,1,3,1,31
504,1,1,1,2,1,1,2,2,1,1,2,1,2,1,1,1,1,1,1,1,3,28
505,1,1,1,3,1,2,3,1,3,1,2,3,2,2,3,2,2,1,2,3,3,42
506,4,2,2,4,1,4,1,3,2,1,3,4,4,4,1,3,4,3,4,1,4,59
507,2,2,2,2,2,4,2,3,2,3,4,3,2,2,2,2,3,1,2,3,4,52
508,1,3,3,3,1,2,3,2,3,1,2,3,3,2,3,3,2,3,3,2,3,51
509,2,1,1,1,1,2,1,1,2,1,1,2,2,1,1,1,1,1,1,2,3,29
510,3,1,1,2,1,1,2,4,2,1,3,1,4,4,4,3,3,4,4,1,2,51
511,2,2,2,3,1,1,3,2,2,2,2,3,3,3,3,3,3,3,2,3,3,51
512,1,3,3,4,2,1,3,2,3,2,2,3,3,2,4,4,3,2,4,3,3,57
513,4,2,3,4,3,4,3,1,4,3,4,4,2,1,4,2,1,3,2,2,1,57
514,1,1,1,3,1,1,1,1,2,1,1,1,2,1,2,2,1,1,3,1,1,29
515,1,1,2,1,1,1,1,2,2,1,2,2,2,2,2,1,1,1,1,1,1,29
516,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21
517,2,4,2,4,4,3,4,4,4,2,4,4,4,4,4,4,3,4,3,2,4,73
518,2,1,2,2,2,1,1,3,3,2,2,2,3,3,2,2,1,1,1,1,2,39
519,3,1,3,2,2,3,1,4,2,1,4,2,4,2,4,2,3,3,1,3,4,54
520,1,1,1,1,3,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,3,27
521,1,2,2,2,2,1,1,1,2,1,1,1,1,2,3,2,3,1,1,2,3,35
522,4,3,2,4,2,1,3,3,2,4,2,3,3,3,3,2,3,4,3,3,3,60
523,1,2,2,4,2,4,3,4,4,4,4,3,3,3,4,4,4,3,4,2,3,67
524,2,2,3,4,2,2,4,2,1,1,2,4,3,4,4,4,2,3,3,4,2,58
525,3,2,1,4,1,4,1,4,4,2,3,4,4,1,2,2,1,1,4,1,4,53
526,2,2,3,2,3,1,3,2,2,1,2,2,2,4,4,3,1,2,3,1,3,48
527,3,1,1,1,1,1,1,2,2,2,2,3,3,2,1,2,1,1,1,1,3,35
528,1,1,2,2,1,1,4,1,1,1,1,1,1,3,2,2,3,2,4,2,2,38
529,1,3,2,4,1,2,2,3,3,1,3,2,3,4,2,2,3,3,4,2,2,52
530,2,1,1,3,1,3,2,3,3,2,3,2,2,3,2,2,4,1,3,3,3,49
531,2,1,3,4,2,4,1,4,2,1,2,4,3,4,1,2,3,1,4,3,4,55
532,1,1,1,2,1,1,2,4,3,2,4,1,4,2,1,2,2,3,2,1,3,43
533,1,1,1,2,1,1,1,1,1,1,1,2,2,3,2,2,1,1,1,2,4,32
534,4,4,4,3,4,4,3,2,4,3,3,4,3,4,3,3,2,2,3,4,4,70
535,2,3,2,2,2,1,2,2,3,1,3,3,3,2,2,2,2,2,1,1,4,45
536,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,83
537,4,1,3,3,2,1,2,1,2,1,4,1,1,4,1,1,1,2,2,3,4,44
538,4,1,1,2,1,3,4,4,3,2,2,4,4,1,4,4,1,4,4,2,4,59
539,1,1,1,3,1,2,1,3,3,1,3,1,4,2,2,3,2,2,2,2,3,43
540,3,1,1,4,2,1,2,3,4,1,4,1,4,4,2,4,1,2,1,1,4,50
541,1,1,1,1,1,1,2,4,2,1,4,1,4,4,1,2,2,2,1,1,4,41
542,3,4,1,4,1,1,3,1,3,1,3,4,2,4,4,4,2,2,4,2,2,55
543,1,2,2,2,2,1,1,1,2,3,2,2,3,4,2,3,2,1,1,1,4,42
544,1,1,1,2,1,1,1,3,1,1,1,1,2,1,1,1,1,1,1,1,3,27
545,3,2,3,3,1,2,2,2,4,2,2,4,2,3,2,3,3,2,2,3,3,53
546,3,4,4,2,4,2,4,4,3,2,4,4,4,4,2,3,4,4,4,4,4,73
547,1,1,2,1,1,2,1,3,1,1,3,1,4,1,1,1,4,3,2,2,4,40
548,2,1,2,4,4,4,2,3,2,2,2,2,3,1,4,3,3,4,4,1,3,56
549,1,1,1,1,1,1,1,2,2,1,2,1,2,2,1,1,1,1,1,1,2,27
550,3,2,2,3,3,3,3,1,3,1,3,2,4,3,4,3,3,2,4,3,4,59
551,1,1,1,2,2,1,3,2,3,1,1,3,2,3,3,3,1,2,3,1,2,41
552,1,2,4,4,2,4,4,4,2,1,4,4,4,4,4,4,4,1,4,4,4,69
553,1,2,2,2,2,2,1,3,1,1,3,3,2,2,2,3,2,2,3,3,1,43
554,4,2,1,2,2,1,1,2,2,3,2,2,3,4,2,1,2,3,1,2,3,45
555,2,1,1,3,1,1,2,3,2,1,2,2,1,2,1,2,3,1,3,1,4,39
556,3,1,1,3,2,1,2,3,1,1,2,2,4,3,2,2,2,1,4,3,4,47
557,2,1,1,4,1,2,4,4,3,1,4,2,4,4,4,4,4,4,4,1,4,62
558,4,3,4,4,4,4,4,4,3,4,4,4,3,3,4,4,4,4,4,4,4,80
559,2,1,2,3,1,2,3,2,2,1,4,2,3,2,3,3,2,2,4,1,2,47
560,2,2,1,2,4,4,1,4,1,1,4,1,3,4,1,3,1,2,4,4,3,52
561,4,1,1,4,1,1,1,4,2,1,2,1,3,2,2,2,4,2,1,1,3,43
562,3,3,2,3,3,2,4,4,2,3,2,3,3,2,3,3,3,3,4,4,3,62
563,2,2,2,1,2,1,2,1,2,1,1,1,2,2,1,1,2,1,1,2,1,31
564,4,4,3,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,81
565,2,2,1,2,2,1,1,2,1,2,2,1,2,2,1,3,1,1,2,1,4,36
566,2,1,2,2,2,2,2,4,2,1,4,1,4,2,3,3,2,2,1,2,4,48
567,1,3,1,4,4,1,1,2,2,1,4,4,4,1,4,4,1,3,4,1,4,54
568,2,1,1,2,1,1,2,2,1,1,2,2,3,2,1,2,1,1,2,2,1,33
569,1,1,1,2,1,1,1,3,1,1,3,1,3,1,1,1,1,1,3,1,4,33
570,4,2,3,3,3,3,3,3,2,2,4,2,4,2,1,2,3,1,4,3,4,58
571,1,2,2,1,1,1,4,4,2,1,3,1,4,3,2,4,4,4,1,2,4,51
572,3,1,1,1,1,1,1,1,1,1,1,3,3,2,2,2,1,1,1,1,3,32
573,2,2,2,1,1,3,2,3,4,1,4,1,4,4,3,1,3,1,3,2,2,49
574,3,4,4,3,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,3,79
575,1,4,4,4,3,2,3,2,2,3,2,3,2,3,3,3,3,3,3,4,4,61
576,4,3,4,4,1,2,4,3,3,1,2,4,4,3,3,4,3,2,3,4,3,64
577,2,3,3,3,3,1,3,1,3,1,2,2,2,1,3,2,2,3,3,2,2,47
578,4,2,3,4,1,4,1,2,3,2,3,1,3,4,3,4,3,3,4,4,3,61
579,2,4,2,3,2,4,4,2,4,3,2,4,2,3,2,4,3,1,1,2,4,58
580,1,1,1,1,2,1,1,4,3,1,2,1,4,2,2,3,1,3,1,1,3,39
581,1,2,2,2,2,2,2,2,3,1,2,2,1,2,2,2,2,2,2,1,4,41
582,2,2,3,3,3,1,2,4,3,1,3,3,3,4,2,4,4,1,4,2,4,58
583,1,4,1,4,4,1,4,4,2,1,4,3,4,4,4,4,2,4,4,2,4,65
584,1,3,2,4,3,2,4,1,1,2,2,2,4,4,4,4,4,2,4,2,3,58
585,2,3,2,4,3,4,4,4,4,1,3,4,4,4,4,4,4,4,4,2,4,72
586,1,2,1,1,2,1,1,4,4,2,4,1,4,2,1,2,1,1,1,1,4,41
587,1,1,2,3,1,4,2,1,2,1,1,4,1,1,2,2,1,1,2,4,2,39
588,2,1,1,3,1,2,1,2,4,1,3,1,2,4,2,2,2,1,1,3,3,42
589,2,1,2,2,1,2,2,2,1,1,2,2,2,2,2,1,2,2,2,1,2,36
590,2,1,1,3,2,1,1,3,2,1,1,1,2,1,1,4,2,1,4,1,3,38
591,1,1,1,1,4,1,1,4,1,1,4,1,4,2,1,1,2,1,2,1,4,39
592,3,1,3,4,1,2,1,2,3,1,3,1,3,4,2,2,1,3,2,2,4,48
593,1,1,1,1,2,1,1,2,2,1,2,4,2,2,1,2,2,1,2,1,2,34
594,3,2,1,2,1,1,2,1,2,1,2,2,3,4,3,2,2,1,4,1,2,42
595,1,1,1,2,1,1,3,4,3,1,3,1,3,3,2,4,1,1,1,1,4,42
596,1,1,3,2,1,1,1,1,4,1,2,2,1,2,3,2,2,2,1,3,1,37
597,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,23
598,1,1,2,3,1,1,1,4,2,1,4,1,4,2,2,3,3,2,4,1,4,47
599,2,1,1,4,2,1,3,2,4,1,1,1,3,3,2,1,3,1,1,1,3,41
600,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21
601,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,2,26
