,Q1A,Q6A,Q8A,Q10A,Q11A,Q12A,Q13A,Q14A,Q15A,Q16A,Q17A,Q18A,Q19A,Q22A,Q27A,Q29A,Q32A,Q33A,Q35A,Q39A,scores
8918,2,2,2,1,2,2,2,3,1,2,1,2,2,1,2,3,2,2,2,2,38
8919,3,2,3,2,2,2,2,3,2,3,3,3,2,2,3,2,2,3,2,2,48
8920,4,3,4,3,4,3,3,4,2,3,4,3,3,4,3,4,4,3,4,3,68
8921,3,4,1,4,4,2,3,3,1,1,4,1,4,3,3,1,2,2,2,3,51
8922,2,2,2,2,4,4,4,4,2,4,2,2,3,2,4,2,2,4,4,4,59
8923,2,2,2,2,3,4,2,2,2,2,4,1,1,2,2,3,1,2,2,2,43
8924,2,3,1,4,2,1,2,2,1,2,3,4,1,1,1,2,3,2,1,1,39
8925,2,2,2,4,2,2,2,1,3,2,4,1,1,2,2,2,2,2,3,2,43
8926,1,2,1,1,2,1,2,2,1,2,1,2,1,2,1,2,4,1,1,1,31
8927,1,2,2,2,2,2,2,1,1,2,2,3,4,2,2,4,2,2,2,2,42
8928,4,4,3,2,3,4,2,2,4,2,2,3,4,4,3,3,3,3,3,3,61
8929,3,4,2,3,3,2,3,3,1,3,4,3,1,3,4,4,3,2,3,3,57
8930,4,2,2,2,4,1,1,4,1,2,2,2,2,2,4,2,4,1,2,4,48
8931,4,4,3,2,4,4,4,3,4,4,4,4,1,4,4,4,4,4,2,4,71
8932,1,2,3,3,4,4,3,3,4,4,4,4,4,3,1,3,2,4,2,2,60
8933,1,1,1,2,2,2,2,3,3,2,2,1,3,2,2,2,2,3,1,2,39
8934,4,4,4,4,4,4,4,4,2,4,4,3,2,4,4,4,3,3,4,4,73
8935,4,4,4,2,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,76
8936,4,4,4,4,4,4,4,4,1,4,4,4,2,4,4,4,3,2,4,4,72
8937,3,2,3,1,3,2,3,3,1,2,1,4,1,3,3,4,2,4,1,2,48
8938,4,4,4,4,4,3,4,4,1,4,4,3,2,2,4,4,3,3,2,4,67
8939,2,2,3,4,4,2,4,4,3,4,4,1,3,3,4,3,2,3,3,2,60
8940,4,4,2,1,4,2,4,4,1,2,4,2,1,2,4,3,3,2,2,2,53
8941,4,3,3,3,4,2,3,2,1,3,3,4,1,4,2,4,4,2,4,2,58
8942,3,2,2,3,3,3,2,2,2,2,4,2,3,2,3,2,2,3,2,2,49
8943,3,4,2,2,4,4,4,4,2,3,4,2,4,2,4,4,4,4,3,3,66
8944,2,2,3,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,39
8945,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,3,77
8946,4,4,3,3,4,4,2,2,1,1,1,4,1,1,1,4,1,2,3,4,50
8947,4,3,4,4,4,4,4,4,3,4,4,4,4,3,4,3,4,3,3,3,73
8948,2,2,2,1,2,2,2,2,1,1,1,4,1,2,2,2,2,2,1,2,36
8949,2,4,2,3,2,2,2,4,4,2,3,4,1,2,4,4,2,1,3,2,53
8950,2,3,3,3,2,4,4,1,2,2,2,2,3,2,2,2,4,3,3,3,52
8951,3,2,2,3,1,2,3,2,1,2,2,1,3,1,2,1,2,3,1,3,40
8952,2,2,1,1,1,1,1,4,2,2,2,1,1,1,1,2,2,2,1,1,31
8953,3,3,4,2,4,3,2,2,2,3,4,2,4,2,3,4,4,3,2,2,58
8954,2,2,2,2,4,2,2,3,2,2,1,2,1,2,3,2,3,2,3,3,45
8955,3,3,2,1,3,2,2,2,1,2,2,2,2,2,3,1,2,2,2,3,42
8956,3,2,1,1,3,2,4,2,1,2,2,3,2,2,2,3,2,2,2,2,43
8957,2,2,1,2,2,3,1,4,4,2,2,3,1,3,3,3,2,2,3,3,48
8958,2,2,3,4,3,3,4,2,1,2,4,2,2,3,3,2,2,2,2,3,51
8959,2,1,1,2,1,3,1,1,2,2,3,2,1,2,2,2,1,1,1,1,32
8960,3,3,3,3,3,4,4,4,1,2,3,4,2,2,3,2,3,3,4,3,59
8961,2,2,1,3,1,2,2,2,1,1,1,3,1,3,1,3,2,3,2,1,37
8962,1,3,1,2,1,1,1,4,1,2,1,1,1,1,2,3,2,1,1,1,31
8963,2,2,2,1,2,2,2,1,3,2,2,2,1,2,3,2,1,2,1,2,37
8964,4,4,3,3,4,3,4,2,1,3,3,4,4,4,4,4,4,3,4,4,69
8965,3,2,1,2,3,1,2,3,2,1,1,1,1,1,1,2,1,2,2,1,33
8966,3,4,1,4,3,2,3,1,2,4,3,1,2,1,1,2,2,1,2,1,43
8967,2,4,4,2,4,3,2,4,3,2,2,4,2,2,2,3,4,4,2,4,59
8968,2,4,2,2,2,2,2,2,1,3,2,4,2,2,1,4,2,1,2,1,43
8969,3,2,4,4,3,3,3,2,1,3,4,3,4,3,4,4,2,4,2,4,62
8970,3,4,4,2,4,3,3,4,2,2,2,2,1,3,4,4,4,3,3,1,58
8971,3,3,3,2,4,3,3,3,2,3,2,3,3,2,4,4,2,3,2,3,57
8972,2,2,2,1,2,2,2,2,1,1,1,1,1,1,1,2,2,1,2,1,30
8973,4,3,4,4,4,4,4,1,1,3,2,4,4,3,2,3,3,1,4,1,59
8974,3,2,3,1,2,2,2,3,1,3,2,2,2,2,2,2,1,3,3,1,42
8975,2,2,3,3,3,3,3,2,1,3,3,3,1,2,3,3,3,2,3,3,51
8976,3,2,2,2,3,2,3,2,2,3,2,4,2,3,2,3,2,2,2,2,48
8977,4,4,4,4,4,4,4,4,2,1,4,4,1,4,4,4,4,4,4,4,72
8978,4,3,4,3,3,3,4,3,1,4,3,3,1,2,2,3,4,3,3,3,59
8979,2,2,1,2,2,1,3,2,1,2,2,2,1,2,2,2,2,1,3,2,37
8980,4,3,2,2,4,2,4,4,2,2,4,4,4,4,4,2,2,4,2,4,63
8981,2,1,2,1,2,2,2,3,1,1,2,2,1,1,2,1,2,1,1,2,32
8982,4,3,4,2,3,2,4,2,4,4,4,3,3,3,3,4,2,3,3,3,63
8983,1,2,4,4,4,1,2,2,1,2,3,1,3,2,2,2,3,2,2,1,44
8984,3,4,2,4,3,3,4,3,4,4,4,4,4,4,4,3,3,3,4,4,71
8985,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,3,1,1,3,2,31
8986,4,4,4,4,4,2,4,4,4,3,4,2,1,3,4,4,3,2,4,3,67
8987,3,4,2,2,3,2,3,1,4,3,2,2,1,4,1,3,3,2,2,2,49
8988,2,1,1,3,2,1,3,1,2,4,3,2,1,2,2,1,2,1,1,1,36
8989,3,3,3,1,3,3,3,3,2,2,1,2,1,3,3,3,2,3,2,4,50
8990,2,2,1,1,2,2,3,2,1,2,2,1,2,2,1,4,1,2,1,1,35
8991,4,4,2,4,4,3,4,3,1,4,3,3,1,4,3,3,3,3,4,3,63
8992,4,4,4,3,4,4,3,4,3,4,4,4,4,3,4,4,3,4,3,3,73
8993,4,4,3,4,4,4,4,4,3,3,3,3,3,3,3,4,4,4,3,4,71
8994,3,2,2,2,3,2,2,3,1,2,2,2,1,1,2,2,3,3,2,3,43
8995,3,3,2,3,3,4,4,2,4,4,4,2,1,3,4,2,2,3,2,3,58
8996,3,3,2,1,3,4,2,2,2,1,4,4,1,2,4,2,2,2,2,3,49
8997,3,3,2,3,4,4,3,3,1,4,3,2,3,2,4,2,4,3,4,2,59
8998,2,1,3,2,1,2,2,3,1,1,1,2,2,2,2,1,2,2,2,1,35
8999,3,4,3,3,4,4,4,3,3,3,3,4,2,3,3,3,2,2,3,3,62
9000,2,2,3,3,3,3,2,2,2,2,2,2,1,2,2,3,2,2,2,2,44
9001,2,3,2,4,3,1,3,2,2,2,4,3,3,2,4,2,2,3,2,2,51
9002,3,4,3,4,4,3,4,4,1,3,4,3,1,3,4,4,3,3,3,3,64
9003,1,4,2,4,4,4,4,2,1,4,4,4,4,4,4,4,4,4,4,1,67
9004,4,4,3,3,4,3,4,4,3,2,4,4,2,3,4,3,4,4,4,4,70
9005,2,3,2,4,3,3,4,4,2,4,3,2,4,2,2,4,2,2,1,2,55
9006,3,2,1,1,3,1,2,2,1,2,3,3,1,1,1,2,1,1,2,1,34
9007,3,4,4,2,3,3,3,4,1,2,3,4,1,4,4,2,3,3,1,4,58
9008,1,1,1,1,2,2,1,1,1,2,2,2,1,1,1,1,1,1,2,1,26
9009,2,2,1,2,2,3,2,2,2,2,2,3,2,1,2,2,2,2,2,2,40
9010,2,3,2,3,2,2,2,2,2,2,3,1,1,1,2,3,2,2,2,1,40
9011,2,3,3,2,3,3,2,3,2,3,1,2,2,2,2,3,3,3,2,2,48
9012,2,2,2,4,4,2,4,4,2,4,4,1,1,4,4,4,4,2,2,2,58
9013,2,2,2,1,3,1,2,2,2,2,2,3,2,2,2,3,2,2,2,2,41
9014,2,3,1,1,2,1,2,2,1,2,1,3,1,1,2,3,2,2,2,1,35
9015,1,3,1,1,2,1,2,3,1,1,2,3,1,2,2,3,2,1,2,2,36
9016,2,2,2,4,3,2,2,2,1,2,4,2,2,2,3,2,2,2,2,2,45
9017,2,2,2,3,1,2,3,2,1,2,2,1,1,1,1,2,1,3,2,3,37
9018,3,3,2,4,3,2,3,2,1,2,3,3,4,1,3,3,4,2,2,2,52
9019,2,3,3,3,4,4,3,1,1,4,4,1,1,3,3,3,4,4,2,3,56
9020,3,3,4,3,3,2,2,3,3,2,4,2,4,4,2,3,3,2,3,2,57
9021,4,4,4,4,4,2,4,3,4,2,4,3,4,3,4,1,3,4,2,1,64
9022,4,3,3,4,4,4,4,4,2,4,4,2,1,3,4,4,4,3,4,4,69
9023,3,4,4,2,3,2,3,2,1,4,2,4,3,1,3,4,1,3,2,2,53
9024,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,80
9025,3,1,2,4,4,2,2,1,4,2,1,2,2,2,3,2,3,2,2,2,46
9026,2,3,1,1,1,4,1,1,1,1,2,1,1,1,1,1,1,2,2,2,30
9027,4,4,3,4,4,4,4,4,2,2,4,4,3,3,4,4,4,4,3,4,72
9028,2,2,1,1,1,1,2,2,1,1,1,1,1,2,2,2,1,1,1,2,28
9029,3,2,2,1,2,2,2,2,2,1,2,1,1,2,2,3,2,2,2,2,38
9030,2,1,1,2,2,2,2,2,1,2,1,1,1,1,1,2,2,2,1,1,30
9031,2,2,1,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,28
9032,3,2,1,1,3,2,2,2,2,1,3,2,2,1,2,2,1,2,3,2,39
9033,1,1,1,2,1,1,3,3,1,3,3,2,1,1,2,2,2,2,3,2,37
9034,4,4,3,4,3,4,4,2,2,3,4,3,2,3,3,4,3,3,3,3,64
9035,4,4,3,2,4,2,2,4,2,2,3,3,2,2,4,3,3,3,3,4,59
9036,2,2,2,1,2,2,2,3,1,1,1,2,1,1,2,3,2,2,1,1,34
9037,4,3,2,4,4,1,3,1,1,3,4,2,1,1,4,3,2,1,1,4,49
9038,4,4,2,4,4,3,4,4,2,4,4,4,1,2,4,2,3,3,4,2,64
9039,1,1,1,1,1,2,1,4,1,1,2,2,1,1,1,2,1,1,2,1,28
9040,4,4,4,2,4,3,4,4,3,3,3,3,4,3,4,4,4,3,2,3,68
9041,1,4,2,1,4,2,2,3,1,2,3,4,1,2,2,3,2,2,2,2,45
9042,3,2,2,1,2,1,1,3,1,2,2,3,1,1,2,2,1,1,1,1,33
9043,4,3,3,3,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,75
9044,2,4,2,2,3,2,2,3,1,2,1,3,1,1,1,2,2,2,2,1,39
9045,4,3,3,2,4,3,4,4,1,3,4,3,2,4,3,4,4,2,3,4,64
9046,4,4,4,4,4,3,4,4,3,4,4,4,3,3,4,4,4,4,3,4,75
9047,4,1,2,4,4,3,4,3,1,2,4,1,1,3,4,4,3,2,4,2,56
9048,4,2,1,2,4,1,1,2,1,2,1,4,1,1,2,1,2,1,2,2,37
9049,3,2,1,2,2,1,2,2,1,1,1,2,1,1,2,1,1,1,1,1,29
9050,3,2,1,2,3,1,3,3,1,2,2,3,4,2,3,2,2,1,2,2,44
9051,2,1,1,1,1,1,2,2,1,1,1,2,2,1,1,1,2,1,1,1,26
9052,2,2,3,3,3,4,4,2,2,3,4,2,2,2,4,3,2,3,2,4,56
9053,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,23
9054,3,2,2,1,3,3,2,2,1,2,4,2,2,3,1,2,3,4,2,1,45
9055,4,4,4,1,4,2,4,4,3,4,3,4,1,4,2,4,4,4,4,2,66
9056,3,3,3,3,3,3,3,3,1,3,4,2,2,2,3,3,2,3,3,4,56
9057,1,1,2,1,2,3,1,2,2,1,1,3,2,2,1,1,2,2,1,1,32
9058,3,3,3,1,3,3,2,4,1,4,1,1,1,4,2,2,2,1,1,1,43
9059,2,2,2,4,4,2,4,2,4,4,4,3,3,3,2,3,2,4,2,4,60
9060,3,1,2,1,4,3,2,2,1,3,1,3,3,3,3,2,1,2,3,1,44
9061,3,1,2,3,2,2,3,4,3,1,3,4,4,2,2,3,2,2,3,1,50
9062,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,4,4,2,74
9063,1,3,4,1,1,4,2,4,1,3,3,1,4,1,1,3,3,4,3,1,48
9064,3,3,2,1,4,3,3,2,4,2,2,2,2,2,3,3,2,2,2,2,49
9065,2,2,1,1,2,2,2,2,1,1,2,2,2,1,1,3,1,1,1,1,31
9066,2,2,2,2,2,3,2,2,1,2,1,2,1,2,2,2,1,2,1,2,36
9067,2,2,3,4,4,1,4,4,2,2,4,4,1,1,4,4,4,3,4,4,61
9068,4,2,3,3,4,3,2,2,2,3,3,4,2,3,4,2,2,3,2,3,56
9069,2,2,2,2,4,2,3,2,1,2,3,2,1,1,2,4,2,2,2,2,43
9070,2,4,3,3,2,3,2,1,4,3,2,4,3,2,4,2,4,2,4,3,57
9071,2,3,3,1,4,2,3,4,1,2,1,3,1,2,4,1,2,2,1,2,44
9072,4,2,4,3,4,4,4,4,2,4,4,4,1,4,4,4,4,3,4,4,71
9073,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,42
9074,2,2,1,1,2,1,2,1,1,1,2,1,1,2,2,1,2,1,1,1,28
9075,2,1,2,1,2,2,1,2,1,1,1,2,1,2,2,3,3,2,2,2,35
9076,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,1,24
9077,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,78
9078,3,3,4,1,3,2,2,4,1,3,1,3,1,1,3,2,3,2,3,1,46
9079,2,2,3,1,1,2,2,3,3,1,2,2,1,1,3,2,4,3,2,1,41
9080,4,4,4,4,4,2,4,3,3,4,4,4,4,4,4,4,4,4,4,4,76
9081,1,1,2,1,2,1,2,2,1,1,2,2,1,2,3,2,2,2,2,2,34
9082,2,1,2,3,3,2,3,4,2,4,3,3,4,3,3,3,3,2,4,3,57
9083,2,2,3,3,3,2,3,2,2,2,2,2,2,3,3,3,2,3,2,3,49
9084,4,2,3,2,4,3,3,2,4,3,1,4,1,3,2,3,2,3,2,2,53
9085,3,4,3,3,4,4,3,4,2,4,4,1,3,4,4,2,3,4,4,2,65
9086,3,3,1,3,3,2,2,4,1,1,1,1,2,1,2,4,1,4,2,2,43
9087,4,2,1,2,2,3,2,2,2,3,1,2,1,2,2,2,3,2,4,1,43
9088,3,4,3,1,4,3,3,4,2,2,1,4,2,2,4,3,1,4,3,2,55
9089,2,1,1,1,2,1,2,1,1,1,2,1,2,1,1,1,1,2,1,1,26
9090,3,4,4,4,3,4,4,4,4,3,4,4,2,3,3,3,3,4,2,4,69
9091,3,4,3,3,4,3,4,3,1,3,4,4,3,2,4,4,2,2,4,2,62
9092,2,1,4,2,4,4,1,3,2,4,1,4,4,3,3,4,1,3,2,3,55
9093,3,2,3,3,4,2,3,2,2,2,3,3,3,2,3,3,3,2,2,3,53
9094,4,4,4,4,4,4,4,4,3,4,4,4,2,4,4,4,4,4,3,3,75
9095,1,2,1,3,2,2,1,4,1,1,1,2,2,1,2,2,2,1,2,2,35
9096,1,1,1,2,2,2,1,3,1,1,2,2,2,1,1,1,1,1,3,3,32
9097,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,39
9098,3,2,1,1,2,1,1,4,1,2,2,2,1,1,2,2,2,1,2,2,35
9099,1,2,2,4,3,3,3,2,1,2,1,3,3,3,3,3,2,1,3,1,46
9100,1,4,4,4,1,4,4,4,1,1,1,1,1,3,1,1,4,4,2,2,48
9101,2,2,1,4,2,2,3,1,1,2,4,2,1,1,2,2,1,1,1,1,36
9102,3,2,2,2,3,3,2,3,2,3,4,2,1,2,3,2,2,3,1,3,48
9103,1,2,1,1,2,1,2,1,1,1,1,2,3,2,2,2,2,2,3,2,34
9104,4,4,2,4,3,2,3,4,2,3,3,3,4,3,3,2,3,3,2,3,60
9105,2,1,2,2,1,2,2,2,1,1,1,1,1,1,2,1,2,1,1,1,28
9106,1,2,1,4,3,2,3,2,1,2,4,2,1,1,4,3,3,1,1,2,43
9107,2,2,3,2,3,1,4,3,3,2,4,3,4,2,2,2,2,2,3,2,51
9108,1,1,1,1,2,2,1,2,1,1,2,2,1,2,1,2,2,1,1,1,28
9109,2,3,4,3,4,4,3,3,3,4,2,4,2,4,4,4,3,4,4,2,66
9110,3,2,1,2,3,2,2,2,1,1,3,2,1,4,2,4,1,1,3,2,42
9111,2,1,1,1,2,1,3,2,1,1,2,2,2,1,3,1,2,1,2,2,33
9112,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,22
9113,3,2,3,1,3,2,3,3,3,2,1,3,2,3,3,3,2,2,2,2,48
9114,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,80
9115,4,4,4,1,3,2,4,4,2,4,4,1,1,1,4,4,2,3,1,2,55
9116,2,1,2,2,2,1,2,3,1,2,2,1,1,2,2,2,2,1,2,1,34
9117,1,2,1,2,2,1,2,2,1,2,3,1,2,1,2,1,2,1,1,1,31
9118,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,22
9119,4,2,1,2,4,2,3,3,1,2,2,4,1,2,3,4,3,2,2,1,48
9120,4,3,2,4,4,4,4,2,4,4,4,4,2,3,3,4,2,4,3,4,68
9121,4,3,3,3,3,3,4,4,2,4,3,3,2,3,3,4,2,3,3,2,61
9122,3,3,2,2,4,3,2,4,1,2,4,3,4,3,3,4,1,3,3,2,56
9123,1,1,1,3,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,2,26
9124,2,3,3,2,3,3,2,3,1,2,2,2,1,2,3,4,2,3,2,2,47
9125,1,2,1,1,2,2,1,2,1,2,1,2,1,2,2,2,2,2,2,1,32
9126,2,1,1,2,1,2,2,1,1,2,2,1,2,1,2,1,1,2,1,1,29
9127,2,3,4,3,4,4,3,2,1,3,3,4,4,3,4,4,3,4,3,4,65
9128,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,22
9129,4,3,2,3,3,2,4,4,1,4,4,2,2,3,3,3,4,2,3,2,58
9130,2,2,3,3,1,4,3,2,2,3,3,1,4,2,2,2,2,2,3,4,50
9131,1,2,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,26
9132,3,4,4,1,3,4,2,4,2,1,2,1,1,3,1,4,3,4,1,1,49
9133,1,3,2,1,1,1,1,1,1,1,1,2,2,2,1,2,2,1,1,1,28
9134,4,4,3,4,3,3,4,4,2,4,4,3,4,3,4,4,4,2,3,3,69
9135,2,2,4,2,2,2,1,2,1,2,2,2,1,2,2,2,3,2,2,2,40
9136,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,3,3,74
9137,2,2,2,3,2,3,3,2,1,3,2,3,1,3,3,2,2,3,2,2,46
9138,1,1,1,1,1,1,1,2,1,2,1,2,3,1,2,1,1,1,1,3,28
9139,2,1,2,2,3,1,2,1,1,2,3,2,1,3,2,3,2,1,2,2,38
9140,3,2,1,1,2,2,1,2,1,1,1,2,1,2,2,2,2,1,2,2,33
9141,4,4,4,3,4,4,4,4,4,2,4,1,2,4,3,3,3,4,4,3,68
9142,4,4,4,4,4,4,4,4,2,3,4,4,4,4,4,4,3,4,4,4,76
9143,2,2,2,3,2,3,3,3,2,2,2,2,2,3,3,2,3,3,2,3,49
9144,4,3,4,4,3,3,4,1,3,2,4,4,2,4,4,4,4,2,4,4,67
9145,3,4,4,4,4,3,4,2,3,4,4,4,2,3,3,3,4,3,4,3,68
9146,2,3,1,1,1,3,3,2,1,2,2,3,1,2,2,1,3,1,1,1,36
9147,4,2,1,2,2,1,1,1,1,1,1,1,1,2,1,2,2,1,2,3,32
9148,2,2,2,2,3,1,2,4,2,2,3,3,1,1,2,1,1,1,1,2,38
9149,1,1,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,23
9150,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,3,4,3,2,74
9151,3,2,3,1,2,3,2,3,2,1,2,3,1,2,2,3,2,2,2,3,44
9152,4,4,4,4,4,1,3,4,1,2,2,4,4,1,4,4,2,1,2,1,56
9153,2,2,3,3,2,2,2,2,1,2,1,2,1,2,2,2,1,2,2,2,38
9154,4,3,2,3,2,3,4,1,3,4,4,1,1,1,3,3,2,2,1,2,49
9155,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,78
9156,4,4,1,2,4,2,4,3,2,3,2,4,2,2,4,3,3,3,3,4,59
9157,3,3,3,3,3,3,4,3,2,3,3,3,2,3,3,3,4,3,1,3,58
9158,2,3,1,2,1,2,1,2,1,2,1,1,1,2,1,2,1,1,3,2,32
9159,2,2,1,1,2,2,1,1,2,1,1,2,2,1,2,1,2,1,2,2,31
9160,3,3,3,2,3,1,3,4,1,2,2,4,1,3,3,3,3,1,4,4,53
9161,3,1,2,1,4,3,2,4,2,2,3,3,1,2,3,4,1,2,3,3,49
9162,4,4,3,2,4,2,3,4,2,2,4,4,2,4,4,4,4,3,4,2,65
9163,2,2,1,2,1,1,1,2,1,1,2,2,1,1,1,2,1,1,1,1,27
9164,2,2,4,2,4,4,2,4,2,2,1,2,1,2,2,4,2,2,1,3,48
9165,2,2,1,1,2,1,2,3,2,1,1,2,1,2,2,2,2,1,1,1,32
9166,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,22
9167,2,3,2,4,2,2,4,4,2,4,4,4,1,3,4,3,2,2,2,3,57
9168,2,2,1,1,2,2,2,1,1,1,2,1,2,1,2,3,2,2,2,2,34
9169,2,3,3,3,2,1,2,2,1,2,3,1,1,1,2,1,1,2,2,3,38
9170,3,4,2,2,3,3,4,3,1,3,3,1,1,3,3,4,1,3,2,1,50
9171,2,4,3,3,4,3,2,4,3,3,2,3,2,2,3,2,3,2,4,4,58
9172,4,2,2,4,4,2,4,4,1,4,4,1,1,4,4,4,4,2,4,4,63
9173,3,2,2,2,4,2,4,2,1,2,1,4,1,2,4,3,3,2,2,3,49
9174,2,2,2,1,2,2,4,4,2,2,4,4,2,3,4,2,2,4,2,2,52
9175,2,2,2,4,4,2,4,2,2,4,4,2,1,3,3,2,1,2,2,2,50
9176,3,4,4,1,3,3,1,1,1,1,1,3,1,3,3,4,3,4,3,3,50
9177,1,2,2,1,2,1,3,2,1,3,1,2,1,2,2,2,1,1,1,2,33
9178,3,3,2,2,2,3,2,2,2,3,2,3,4,2,2,4,3,2,2,2,50
9179,2,4,4,2,3,4,2,3,1,3,3,1,2,2,4,3,2,4,1,3,53
9180,2,3,1,3,4,4,2,3,3,4,3,4,4,2,3,3,3,3,3,3,60
9181,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,79
9182,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,2,2,1,2,42
9183,3,2,3,1,3,2,1,3,1,2,1,1,1,2,3,4,3,2,3,3,44
9184,4,3,2,1,3,2,2,3,2,2,1,3,1,2,3,1,2,2,3,3,45
9185,2,1,1,4,2,2,4,1,2,4,4,1,1,1,2,2,1,1,1,2,39
9186,4,3,3,3,4,2,3,4,2,4,4,4,2,2,4,4,4,2,4,3,65
9187,1,3,2,2,1,2,2,2,1,1,2,1,1,1,3,2,1,1,2,2,33
9188,2,1,4,1,2,2,3,1,1,1,1,1,1,1,1,2,2,2,2,1,32
9189,3,3,3,3,4,3,3,2,3,4,2,3,4,1,1,1,2,4,3,3,55
9190,4,4,4,4,4,2,4,2,1,4,4,1,2,3,3,2,4,3,4,4,63
9191,4,4,2,4,2,3,4,4,1,3,3,3,4,2,4,2,3,3,4,1,60
9192,3,4,2,1,3,2,1,4,1,1,3,3,4,2,3,2,3,1,3,2,48
9193,4,4,4,4,4,4,4,2,4,4,3,4,3,3,4,4,3,4,4,4,74
9194,4,4,1,2,3,1,3,1,1,3,1,2,1,2,3,2,2,1,1,4,42
9195,3,2,2,1,3,1,2,3,1,1,1,4,3,2,2,2,2,4,2,1,42
9196,4,2,2,1,3,2,3,4,2,2,4,4,2,3,2,2,2,2,2,3,51
9197,3,3,2,3,2,2,3,2,1,3,3,3,1,2,2,3,2,3,2,2,47
9198,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,2,1,25
9199,3,1,2,2,3,3,2,3,1,2,1,3,2,1,2,2,3,3,1,3,43
9200,4,4,3,3,4,2,4,3,1,3,4,4,2,4,4,1,2,3,3,3,61
9201,1,4,2,3,4,4,4,4,2,2,4,3,2,3,4,3,2,2,3,4,60
9202,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,37
9203,3,1,2,4,3,2,2,4,1,3,4,3,2,2,3,3,4,2,2,2,52
9204,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,80
9205,4,2,2,3,4,4,4,4,2,2,4,3,2,2,4,3,2,2,2,4,59
9206,4,3,4,3,4,1,4,4,1,4,4,4,1,3,4,3,3,3,3,4,64
9207,3,3,2,3,4,3,4,4,3,2,3,3,1,2,3,4,2,3,3,3,58
9208,1,1,2,2,2,2,1,1,1,1,2,2,1,2,2,2,1,3,1,2,32
9209,4,4,4,4,4,2,4,4,1,4,4,4,4,4,4,4,2,4,3,4,72
9210,2,2,2,2,2,2,2,2,1,1,2,2,1,2,3,2,3,1,1,2,37
9211,3,3,3,4,2,1,4,2,2,4,3,3,1,3,4,2,2,3,2,2,53
9212,2,2,3,3,4,1,4,1,1,4,4,2,1,3,2,1,2,2,3,2,47
9213,3,3,4,4,4,2,4,2,2,4,4,2,2,3,4,3,2,3,2,2,59
9214,2,2,2,4,4,3,4,2,3,3,4,2,2,4,2,4,2,4,2,3,58
9215,2,3,1,1,2,2,2,2,2,1,1,2,2,2,2,3,1,1,2,2,36
9216,2,1,2,2,2,3,2,4,1,2,1,3,1,2,1,3,1,3,3,2,41
9217,1,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,3,1,2,2,36
9218,1,1,1,3,2,2,3,4,1,3,2,1,2,1,3,2,2,3,3,3,43
9219,3,2,2,2,3,2,3,2,2,2,2,3,2,3,2,3,2,3,2,3,48
9220,2,3,2,3,2,1,3,2,1,2,2,1,1,1,2,2,2,1,2,2,37
9221,2,2,2,3,3,2,2,3,1,2,2,1,2,2,2,4,2,2,2,2,43
9222,2,2,2,4,2,1,4,4,1,3,1,2,1,3,3,2,2,2,2,3,46
9223,1,1,2,1,2,2,1,3,1,1,2,3,1,2,2,2,1,3,2,1,34
9224,2,2,4,1,3,3,2,1,1,1,2,2,2,2,2,1,2,3,2,3,41
9225,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,78
